Year,ANZSCO,Occupation,Skill Level,Automation probability,Employed total,Share of workforce (%),Sub-Major Group,Major Group
2014,8219,Other Construction and Mining Labourers,5,56.7,5693,0.05,Construction and Mining Labourers,Labourers
2014,8211,Building and Plumbing Labourers,5,85.8,51770,0.48,Construction and Mining Labourers,Labourers
2014,2332,Civil Engineering Professionals,1,1.9,42390,0.39,"Design, Engineering, Science and Transport Professionals",Professionals
2014,2333,Electrical Engineers,1,10,20994,0.19,"Design, Engineering, Science and Transport Professionals",Professionals
2014,2326,Urban and Regional Planners,1,13,10502,0.09,"Design, Engineering, Science and Transport Professionals",Professionals
2014,2321,Architects and Landscape Architects,1,2.2,25453,0.23,"Design, Engineering, Science and Transport Professionals",Professionals
2014,2322,Surveyors and Spatial Scientists,1,48.7,13535,0.12,"Design, Engineering, Science and Transport Professionals",Professionals
2014,2311,Air Transport Professionals,1,25.5,13532,0.12,"Design, Engineering, Science and Transport Professionals",Professionals
2014,2312,Marine Transport Professionals,1,20,8847,0.08,"Design, Engineering, Science and Transport Professionals",Professionals
2014,2323,"Fashion, Industrial and Jewellery Designers",1,3.1,9834,0.09,"Design, Engineering, Science and Transport Professionals",Professionals
2014,2325,Interior Designers,1,15.1,9309,0.08,"Design, Engineering, Science and Transport Professionals",Professionals
2014,2334,Electronics Engineers,1,12.9,6269,0.05,"Design, Engineering, Science and Transport Professionals",Professionals
2014,2324,"Graphic and Web Designers, and Illustrators",1,7.3,49083,0.45,"Design, Engineering, Science and Transport Professionals",Professionals
2014,2331,Chemical and Materials Engineers,1,1.8,5407,0.05,"Design, Engineering, Science and Transport Professionals",Professionals
2014,2349,Other Natural and Physical Science Professionals,1,16.1,8255,0.07,"Design, Engineering, Science and Transport Professionals",Professionals
2014,2336,Mining Engineers,1,12,11205,0.1,"Design, Engineering, Science and Transport Professionals",Professionals
2014,2343,Environmental Scientists,1,8.6,23703,0.22,"Design, Engineering, Science and Transport Professionals",Professionals
2014,2347,Veterinarians,1,3.8,9584,0.08,"Design, Engineering, Science and Transport Professionals",Professionals
2014,2344,"Geologists, Geophysicists and Hydrogeologists",1,53.2,11310,0.1,"Design, Engineering, Science and Transport Professionals",Professionals
2014,2335,"Industrial, Mechanical and Production Engineers",1,2.1,28684,0.26,"Design, Engineering, Science and Transport Professionals",Professionals
2014,2346,Medical Laboratory Scientists,1,59.8,18865,0.17,"Design, Engineering, Science and Transport Professionals",Professionals
2014,2341,Agricultural and Forestry Scientists,1,1.1,7918,0.07,"Design, Engineering, Science and Transport Professionals",Professionals
2014,2339,Other Engineering Professionals,1,2.2,7441,0.06,"Design, Engineering, Science and Transport Professionals",Professionals
2014,2345,Life Scientists,1,4.3,9465,0.08,"Design, Engineering, Science and Transport Professionals",Professionals
2014,2342,"Chemists, and Food and Wine Scientists",1,6.6,7232,0.06,"Design, Engineering, Science and Transport Professionals",Professionals
2014,2493,Teachers of English to Speakers of Other Languages,1,17.1,3875,0.03,Education Professionals,Professionals
2014,2415,Special Education Teachers,1,1.1,20996,0.19,Education Professionals,Professionals
2014,2491,Education Advisers and Reviewers,1,0.4,10552,0.09,Education Professionals,Professionals
2014,2492,Private Tutors and Teachers,1,11.9,33469,0.31,Education Professionals,Professionals
2014,2422,Vocational Education Teachers,1,5.3,33578,0.31,Education Professionals,Professionals
2014,2412,Primary School Teachers,1,5.7,150696,1.4,Education Professionals,Professionals
2014,2414,Secondary School Teachers,1,0.8,122272,1.14,Education Professionals,Professionals
2014,2411,Early Childhood (Pre-primary School) Teachers,1,5.1,28924,0.27,Education Professionals,Professionals
2014,3421,Airconditioning and Refrigeration Mechanics,3,56.3,22857,0.21,Electrotechnology and Telecommunications Trades Workers,Technicians and Trades Workers
2014,3422,Electrical Distribution Trades Workers,3,7.3,11712,0.1,Electrotechnology and Telecommunications Trades Workers,Technicians and Trades Workers
2014,3411,Electricians,3,27.7,134382,1.25,Electrotechnology and Telecommunications Trades Workers,Technicians and Trades Workers
2014,3423,Electronics Trades Workers,3,47.9,35133,0.32,Electrotechnology and Telecommunications Trades Workers,Technicians and Trades Workers
2014,3424,Telecommunications Trades Workers,3,44.8,23418,0.21,Electrotechnology and Telecommunications Trades Workers,Technicians and Trades Workers
2014,3131,ICT Support Technicians,2,31,56607,0.52,"Engineering, ICT and Science Technicians",Technicians and Trades Workers
2014,3129,Other Building and Engineering Technicians,2,43.5,27389,0.25,"Engineering, ICT and Science Technicians",Technicians and Trades Workers
2014,3132,Telecommunications Technical Specialists,2,73.2,4107,0.03,"Engineering, ICT and Science Technicians",Technicians and Trades Workers
2014,3111,Agricultural Technicians,2,73.1,1785,0.01,"Engineering, ICT and Science Technicians",Technicians and Trades Workers
2014,3122,Civil Engineering Draftspersons and Technicians,2,63,10565,0.09,"Engineering, ICT and Science Technicians",Technicians and Trades Workers
2014,3126,Safety Inspectors,2,21.1,4580,0.04,"Engineering, ICT and Science Technicians",Technicians and Trades Workers
2014,3114,Science Technicians,2,55,12775,0.11,"Engineering, ICT and Science Technicians",Technicians and Trades Workers
2014,3112,Medical Technicians,2,61.7,26961,0.25,"Engineering, ICT and Science Technicians",Technicians and Trades Workers
2014,3113,Primary Products Inspectors,2,33.7,3106,0.02,"Engineering, ICT and Science Technicians",Technicians and Trades Workers
2014,3121,"Architectural, Building and Surveying Technicians",2,45.3,58685,0.54,"Engineering, ICT and Science Technicians",Technicians and Trades Workers
2014,3125,Mechanical Engineering Draftspersons and Technicians,2,56.1,5370,0.05,"Engineering, ICT and Science Technicians",Technicians and Trades Workers
2014,3124,Electronic Engineering Draftspersons and Technicians,2,82.8,4096,0.03,"Engineering, ICT and Science Technicians",Technicians and Trades Workers
2014,3123,Electrical Engineering Draftspersons and Technicians,2,77.3,9823,0.09,"Engineering, ICT and Science Technicians",Technicians and Trades Workers
2014,8399,Other Factory Process Workers,5,81.8,10488,0.09,Factory Process Workers,Labourers
2014,8321,Packers,5,60.1,58589,0.54,Factory Process Workers,Labourers
2014,8311,Food and Drink Factory Workers,5,74.2,30943,0.28,Factory Process Workers,Labourers
2014,8313,"Meat, Poultry and Seafood Process Workers",5,85.2,15073,0.14,Factory Process Workers,Labourers
2014,8312,"Meat Boners and Slicers, and Slaughterers",4,86.4,9621,0.08,Factory Process Workers,Labourers
2014,8322,Product Assemblers,5,95.2,28537,0.26,Factory Process Workers,Labourers
2014,8393,Product Quality Controllers,4,97,13926,0.13,Factory Process Workers,Labourers
2014,8394,Timber and Wood Process Workers,5,79.4,6569,0.06,Factory Process Workers,Labourers
2014,8414,Garden and Nursery Labourers,5,95,32390,0.3,"Farm, Forestry and Garden Workers",Labourers
2014,8415,Livestock Farm Workers,5,61.8,33407,0.31,"Farm, Forestry and Garden Workers",Labourers
2014,8413,Forestry and Logging Workers,4,81.8,2972,0.02,"Farm, Forestry and Garden Workers",Labourers
2014,8419,"Other Farm, Forestry and Garden Workers",5,67.5,10776,0.1,"Farm, Forestry and Garden Workers",Labourers
2014,1211,Aquaculture Farmers,1,31.2,2665,0.02,Farmers and Farm Managers,Managers
2014,1212,Crop Farmers,1,51,44619,0.41,Farmers and Farm Managers,Managers
2014,1214,Mixed Crop and Livestock Farmers,1,59,29298,0.27,Farmers and Farm Managers,Managers
2014,1213,Livestock Farmers,1,37.4,81808,0.76,Farmers and Farm Managers,Managers
2014,8513,Kitchenhands,5,84.3,122227,1.14,Food Preparation Assistants,Labourers
2014,8511,Fast Food Cooks,5,82.8,33142,0.3,Food Preparation Assistants,Labourers
2014,8512,Food Trades Assistants,5,84.3,6068,0.05,Food Preparation Assistants,Labourers
2014,3513,Chefs,2,52.2,81605,0.76,Food Trades Workers,Technicians and Trades Workers
2014,3514,Cooks,3,86.2,33633,0.31,Food Trades Workers,Technicians and Trades Workers
2014,3511,Bakers and Pastrycooks,3,89,28894,0.26,Food Trades Workers,Technicians and Trades Workers
2014,3512,Butchers and Smallgoods Makers,3,86.4,19078,0.17,Food Trades Workers,Technicians and Trades Workers
2014,5321,Keyboard Operators,4,95.1,52886,0.49,General Clerical Workers,Clerical and Administrative Workers
2014,5311,General Clerks,4,96,243613,2.27,General Clerical Workers,Clerical and Administrative Workers
2014,2522,Complementary Health Therapists,1,2.5,5264,0.04,Health Professionals,Professionals
2014,2521,Chiropractors and Osteopaths,1,0.8,4824,0.04,Health Professionals,Professionals
2014,2511,Nutrition Professionals,1,0.4,4905,0.04,Health Professionals,Professionals
2014,2513,Occupational and Environmental Health Professionals,1,12,26009,0.24,Health Professionals,Professionals
2014,2512,Medical Imaging Professionals,1,30.2,18906,0.17,Health Professionals,Professionals
2014,2515,Pharmacists,1,1.2,24306,0.22,Health Professionals,Professionals
2014,2514,Optometrists and Orthoptists,1,14,5930,0.05,Health Professionals,Professionals
2014,2526,Podiatrists,1,0.8,5060,0.04,Health Professionals,Professionals
2014,2527,Audiologists and Speech Pathologists \ Therapists,1,0.6,7333,0.06,Health Professionals,Professionals
2014,2519,Other Health Diagnostic and Promotion Professionals,1,41.9,6659,0.06,Health Professionals,Professionals
2014,2523,Dental Practitioners,1,0.5,11805,0.11,Health Professionals,Professionals
2014,2524,Occupational Therapists,1,0.8,12683,0.11,Health Professionals,Professionals
2014,2525,Physiotherapists,1,2.1,21192,0.19,Health Professionals,Professionals
2014,4113,Diversional Therapists,3,9.1,4739,0.04,Health and Welfare Support Workers,Community and Personal Service Workers
2014,4111,Ambulance Officers and Paramedics,2,49.4,13917,0.12,Health and Welfare Support Workers,Community and Personal Service Workers
2014,4112,"Dental Hygienists, Technicians and Therapists",2,67,6340,0.05,Health and Welfare Support Workers,Community and Personal Service Workers
2014,4117,Welfare Support Workers,2,12.7,57334,0.53,Health and Welfare Support Workers,Community and Personal Service Workers
2014,4116,Massage Therapists,2,27.2,14224,0.13,Health and Welfare Support Workers,Community and Personal Service Workers
2014,4114,Enrolled and Mothercraft Nurses,2,5.8,21312,0.19,Health and Welfare Support Workers,Community and Personal Service Workers
2014,4312,Cafe Workers,5,92.9,22966,0.21,Hospitality Workers,Community and Personal Service Workers
2014,4314,Hotel Service Managers,3,94,7832,0.07,Hospitality Workers,Community and Personal Service Workers
2014,4315,Waiters,4,93.6,115153,1.07,Hospitality Workers,Community and Personal Service Workers
2014,4313,Gaming Workers,4,76.9,5185,0.04,Hospitality Workers,Community and Personal Service Workers
2014,4311,Bar Attendants and Baristas,4,77,85289,0.79,Hospitality Workers,Community and Personal Service Workers
2014,4319,Other Hospitality Workers,5,66.2,3932,0.03,Hospitality Workers,Community and Personal Service Workers
2014,1493,Conference and Event Organisers,2,4.9,23531,0.21,"Hospitality, Retail and Service Managers",Managers
2014,1492,Call or Contact Centre and Customer Service Managers,2,49.9,34949,0.32,"Hospitality, Retail and Service Managers",Managers
2014,1413,Hotel and Motel Managers,2,0.4,17530,0.16,"Hospitality, Retail and Service Managers",Managers
2014,1494,Transport Services Managers,2,59,19373,0.18,"Hospitality, Retail and Service Managers",Managers
2014,1411,Cafe and Restaurant Managers,2,8.3,60451,0.56,"Hospitality, Retail and Service Managers",Managers
2014,1491,"Amusement, Fitness and Sports Centre Managers",2,23.7,11629,0.1,"Hospitality, Retail and Service Managers",Managers
2014,1499,"Other Hospitality, Retail and Service Managers",2,26.4,64620,0.6,"Hospitality, Retail and Service Managers",Managers
2014,1412,Caravan Park and Camping Ground Managers,2,25,4571,0.04,"Hospitality, Retail and Service Managers",Managers
2014,1419,Other Accommodation and Hospitality Managers,2,26.1,7300,0.06,"Hospitality, Retail and Service Managers",Managers
2014,1421,Retail Managers,2,16.1,232585,2.17,"Hospitality, Retail and Service Managers",Managers
2014,1414,Licensed Club Managers,2,25,7394,0.06,"Hospitality, Retail and Service Managers",Managers
2014,2613,Software and Applications Programmers,1,27.3,82282,0.76,ICT Professionals,Professionals
2014,2611,ICT Business and Systems Analysts,1,0.7,29356,0.27,ICT Professionals,Professionals
2014,2621,"Database and Systems Administrators, and ICT Security Specialists",1,3,40481,0.37,ICT Professionals,Professionals
2014,2633,Telecommunications Engineering Professionals,1,2.5,10275,0.09,ICT Professionals,Professionals
2014,2631,Computer Network Professionals,1,3,27648,0.25,ICT Professionals,Professionals
2014,5421,Receptionists,4,91.6,162660,1.51,Inquiry Clerks and Receptionists,Clerical and Administrative Workers
2014,5411,Call or Contact Centre Workers,3,52.3,30661,0.28,Inquiry Clerks and Receptionists,Clerical and Administrative Workers
2014,5412,Information Officers,4,95.9,71403,0.66,Inquiry Clerks and Receptionists,Clerical and Administrative Workers
2014,2725,Social Workers,1,3.7,33688,0.31,"Legal, Social and Welfare Professionals",Professionals
2014,2724,Social Professionals,1,24.6,9935,0.09,"Legal, Social and Welfare Professionals",Professionals
2014,2721,Counsellors,1,5.2,19578,0.18,"Legal, Social and Welfare Professionals",Professionals
2014,2726,"Welfare, Recreation and Community Arts Workers",1,3.7,22335,0.2,"Legal, Social and Welfare Professionals",Professionals
2014,2723,Psychologists,1,0.5,23474,0.21,"Legal, Social and Welfare Professionals",Professionals
2014,2713,Solicitors,1,3.5,58818,0.54,"Legal, Social and Welfare Professionals",Professionals
2014,2712,Judicial and Other Legal Professionals,1,11.8,10514,0.09,"Legal, Social and Welfare Professionals",Professionals
2014,2722,Ministers of Religion,1,1.3,18857,0.17,"Legal, Social and Welfare Professionals",Professionals
2014,2711,Barristers,1,3.5,9913,0.09,"Legal, Social and Welfare Professionals",Professionals
2014,7119,Other Machine Operators,4,75.2,8395,0.07,Machine and Stationary Plant Operators,Machinery Operators and Drivers
2014,7121,"Crane, Hoist and Lift Operators",4,72,14081,0.13,Machine and Stationary Plant Operators,Machinery Operators and Drivers
2014,7115,Plastics and Rubber Production Machine Operators,4,87.9,9287,0.08,Machine and Stationary Plant Operators,Machinery Operators and Drivers
